,Sale,SalesAmountInEuro,time_delay_for_conversion,click_timestamp,nb_clicks_1week,product_price,product_age_group,device_type,audience_id,product_gender,product_brand,prod_category1,prod_category2,prod_category3,prod_category4,prod_category5,prod_category6,prod_category7,product_country,product_id,product_title,partner_id,user_id
22290,0,-1.0,-1,1603172677,1018,0.0,0,7,0,0,30335,3,23,76,1553,66,0,0,10,219EB01F61272874FCE3EF4D0000730C,605939,C0F515F0A2D0A5D9F854008BA76EB537,12055723
22484,0,-1.0,-1,1603146370,7,0.0,0,3,0,0,53157,3,23,288,0,0,0,0,10,36828E74718180AC88AC82D027F0FC3C,179760,C0F515F0A2D0A5D9F854008BA76EB537,11864704
22627,0,-1.0,-1,1603094851,6,0.0,0,7,0,0,83,3,23,76,1553,668,0,0,10,FB1351E52E814A954C815DF3D086C5BC,122902,C0F515F0A2D0A5D9F854008BA76EB537,3218734
22795,0,-1.0,-1,1603156402,54,0.0,0,7,0,0,15850,3,23,76,1553,230,0,0,10,0F30BB4B2C990301B3D235898A3AEBD0,442449,C0F515F0A2D0A5D9F854008BA76EB537,960308
23083,0,-1.0,-1,1603149690,533,0.0,0,7,0,0,43914,3,23,76,52,0,0,0,10,0C5CDA1FCD7DBF4CE1D11401DCCF1A1C,452267,C0F515F0A2D0A5D9F854008BA76EB537,4526705
23219,0,-1.0,-1,1603177524,807,0.0,0,3,0,0,33682,12,77,344,1553,0,0,0,10,AFBE12A3E8E26C3768B0B640236B2D60,735216,C0F515F0A2D0A5D9F854008BA76EB537,10971749
23268,0,-1.0,-1,1603101545,733,0.0,0,3,0,0,30335,3,23,76,1532,668,0,0,10,5AC3B6A1732008DD8CA089A0EC4E03CE,107090,C0F515F0A2D0A5D9F854008BA76EB537,13012178
23291,0,-1.0,-1,1603130880,97,0.0,0,3,0,0,15933,12,77,202,1329,669,0,0,10,16A071B76623B9CB3B3EA9EC97AC3DDF,246451,C0F515F0A2D0A5D9F854008BA76EB537,9237008
23647,0,-1.0,-1,1603157688,543,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,0088CEAE92DEA0F373C9B282F763E79D,432145,C0F515F0A2D0A5D9F854008BA76EB537,8840510
23701,0,-1.0,-1,1603170896,615,0.0,0,3,0,0,31609,3,23,445,1269,737,0,0,10,FD6663FE8C07F76D00444D0CDE5C7AD9,123646,C0F515F0A2D0A5D9F854008BA76EB537,1634703
23860,0,-1.0,-1,1603158925,306,0.0,0,3,0,0,4635,2,69,147,0,0,0,0,10,2B664E28FE09C67321083936B5EEBCC2,741842,C0F515F0A2D0A5D9F854008BA76EB537,2204032
24194,0,-1.0,-1,1603147462,64,0.0,0,7,0,0,83,3,23,76,1553,839,0,0,10,C7CEDCC37FA1D77FE10F2D2CAD60958E,123126,C0F515F0A2D0A5D9F854008BA76EB537,5158882
24646,0,-1.0,-1,1603177511,318,0.0,0,3,0,0,17442,3,23,76,1553,668,0,0,10,563A08732E6C0B15093C905FBAEFCD76,123661,C0F515F0A2D0A5D9F854008BA76EB537,13017806
25142,0,-1.0,-1,1603159422,13,0.0,0,7,2117,0,83,3,23,76,52,0,0,0,10,3EC8782D38FA362760FBBAF286691BAC,452273,C0F515F0A2D0A5D9F854008BA76EB537,4360269
25435,0,-1.0,-1,1603166215,8,0.0,0,3,0,0,25672,3,23,76,1553,60,0,0,10,2A24EBE1CF005FD86A84BA6EBB7CF0B2,25602,C0F515F0A2D0A5D9F854008BA76EB537,3437660
25506,0,-1.0,-1,1603107618,101,0.0,0,3,0,0,28110,3,23,76,1483,668,175,0,10,CA224C592E9EFEB075400004C120B1D6,729236,C0F515F0A2D0A5D9F854008BA76EB537,3728688
25834,0,-1.0,-1,1603153594,538,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,860CAA87243DFDE6E3477E8476DB544C,122862,C0F515F0A2D0A5D9F854008BA76EB537,3068103
25903,0,-1.0,-1,1603171740,759,0.0,0,3,0,0,30335,3,23,76,1338,668,0,0,10,0B63544A376680C44ABA26BB274CAB2E,177806,C0F515F0A2D0A5D9F854008BA76EB537,1195056
25919,0,-1.0,-1,1603172394,807,0.0,0,3,0,0,33682,12,77,344,1553,0,0,0,10,AFBE12A3E8E26C3768B0B640236B2D60,735216,C0F515F0A2D0A5D9F854008BA76EB537,5176943
26261,0,-1.0,-1,1603173479,28,0.0,0,3,7140,0,30893,3,23,288,0,0,0,0,10,4E88AC8F2040808D157E5A4C4E12B3BE,179701,C0F515F0A2D0A5D9F854008BA76EB537,8891931
26634,0,-1.0,-1,1603142133,33,0.0,4,7,0,13,21883,1,174,274,0,0,0,0,10,4481692B32BDE85FFDD6BE3652E4D49B,727003,C0F515F0A2D0A5D9F854008BA76EB537,7608114
26860,0,-1.0,-1,1603159154,543,0.0,0,7,0,0,30335,3,23,76,1553,668,0,0,10,0088CEAE92DEA0F373C9B282F763E79D,432145,C0F515F0A2D0A5D9F854008BA76EB537,756168
26862,0,-1.0,-1,1603170814,199,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,4ECDC2F039C9E5765D03A7B22D5BD9D5,122963,C0F515F0A2D0A5D9F854008BA76EB537,2007287
27058,0,-1.0,-1,1603159378,129,0.0,0,7,0,0,28110,3,23,76,1304,668,168,0,10,77E476B6DD8B903735503B5BF84798ED,584187,C0F515F0A2D0A5D9F854008BA76EB537,3559827
27174,0,-1.0,-1,1603141590,1,0.0,0,7,8161,0,28110,3,23,76,1269,667,0,0,10,A40DD5343DE953BF758C2FAA9BBF75F2,391853,C0F515F0A2D0A5D9F854008BA76EB537,3718543
27207,0,-1.0,-1,1603093114,64,0.0,0,8,0,0,83,3,23,76,1553,668,0,0,10,C7CEDCC37FA1D77FE10F2D2CAD60958E,123126,C0F515F0A2D0A5D9F854008BA76EB537,12258549
27565,0,-1.0,-1,1603172606,11,0.0,0,7,0,0,6914,3,23,948,1266,0,0,0,10,311B624898FFF5BA886ADE2096D64FD4,438561,C0F515F0A2D0A5D9F854008BA76EB537,245586
27588,0,-1.0,-1,1603093288,543,0.0,0,3,0,0,30335,3,23,76,1490,668,0,0,10,0088CEAE92DEA0F373C9B282F763E79D,432145,C0F515F0A2D0A5D9F854008BA76EB537,11390026
27748,0,-1.0,-1,1603093919,543,0.0,0,3,0,0,30335,3,23,76,587,668,0,0,10,0088CEAE92DEA0F373C9B282F763E79D,432145,C0F515F0A2D0A5D9F854008BA76EB537,8792435
28001,0,-1.0,-1,1603167193,483,0.0,0,7,0,0,30335,3,23,76,1553,668,0,0,10,76A405999953A0D602BC660466EAF597,177824,C0F515F0A2D0A5D9F854008BA76EB537,13252138
28105,0,-1.0,-1,1603177959,91,0.0,0,3,0,0,10819,3,23,980,0,0,0,0,10,18C6B4BB2E6279D94930574DA6D6CBBB,179644,C0F515F0A2D0A5D9F854008BA76EB537,8635332
28244,0,-1.0,-1,1603139999,429,0.0,0,7,0,0,33682,12,77,277,1553,0,0,0,10,EF377E8661E16C04CB4C197FF91D8D32,742902,C0F515F0A2D0A5D9F854008BA76EB537,6393630
28327,0,-1.0,-1,1603096650,9,0.0,0,3,0,0,55093,3,23,76,1301,57,108,0,10,7682B2E41A00A2CC2272FE9547AE2731,274042,C0F515F0A2D0A5D9F854008BA76EB537,9025967
28346,0,-1.0,-1,1603173487,615,0.0,0,3,0,0,31609,3,23,445,1302,737,0,0,10,FD6663FE8C07F76D00444D0CDE5C7AD9,123646,C0F515F0A2D0A5D9F854008BA76EB537,7976067
28348,0,-1.0,-1,1603097349,31,0.0,0,3,0,0,30306,3,23,290,307,0,0,0,10,CE2D1ACBE48B9281C4BEF4B07FB48F70,448512,C0F515F0A2D0A5D9F854008BA76EB537,6213727
28353,0,-1.0,-1,1603138151,190,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,EF61C6AEB7D7C9C78F71ED1495DB3AEF,432147,C0F515F0A2D0A5D9F854008BA76EB537,1956423
28447,0,-1.0,-1,1603132075,10,0.0,0,7,0,0,4391,3,23,76,884,60,0,0,10,2E08CB905BBC998FBAF6321A30821B62,25658,C0F515F0A2D0A5D9F854008BA76EB537,2897870
28505,0,-1.0,-1,1603165711,157,0.0,0,7,2117,0,28463,3,23,76,1553,668,0,0,10,627AB12C5B8768DC835596069B685ACD,596334,C0F515F0A2D0A5D9F854008BA76EB537,3380346
28581,0,-1.0,-1,1603092408,11,0.0,0,7,0,0,27346,12,77,218,256,0,0,0,10,A1B19716B114B445D707FEB42C4E2D6A,614283,C0F515F0A2D0A5D9F854008BA76EB537,1234483
28947,0,-1.0,-1,1603174023,75,0.0,0,3,0,0,30335,3,23,76,1553,743,0,0,10,3BB853A62C89E972C84DD27480785EDE,123332,C0F515F0A2D0A5D9F854008BA76EB537,13473670
29104,1,9.10626,290,1603153528,555,11.99,0,7,0,0,17442,3,23,76,1553,668,0,0,10,FFB3BAC14E7BB419B566FCA6BFD0A758,449616,C0F515F0A2D0A5D9F854008BA76EB537,333848
29174,0,-1.0,-1,1603157804,75,0.0,0,3,16542,0,30335,3,23,76,1553,668,0,0,10,3BB853A62C89E972C84DD27480785EDE,123332,C0F515F0A2D0A5D9F854008BA76EB537,7103168
29186,0,-1.0,-1,1603172231,615,0.0,0,3,0,0,31609,3,23,445,1302,737,0,0,10,FD6663FE8C07F76D00444D0CDE5C7AD9,123646,C0F515F0A2D0A5D9F854008BA76EB537,7823007
29435,0,-1.0,-1,1603165431,41,0.0,0,3,0,0,4391,3,23,76,1553,60,0,0,10,032FEDF66D1AE99367272D23E08D894E,25974,C0F515F0A2D0A5D9F854008BA76EB537,6530937
30000,0,-1.0,-1,1603143119,9,0.0,0,7,0,0,17442,3,23,76,1553,668,0,0,10,6C9D675A773A06E80623F63B20234880,47743,C0F515F0A2D0A5D9F854008BA76EB537,6708770
30604,0,-1.0,-1,1603162327,391,0.0,0,7,0,0,39501,3,23,76,1304,668,175,0,10,B2278934B9AC240575528C54C9EA5E1F,728767,C0F515F0A2D0A5D9F854008BA76EB537,5578109
30698,0,-1.0,-1,1603108656,224,0.0,0,3,0,0,25672,3,23,76,840,668,162,0,10,793F9CDE8DC972D49CA6E8E48FA767FF,280575,C0F515F0A2D0A5D9F854008BA76EB537,2306637
31113,0,-1.0,-1,1603165915,807,0.0,0,3,0,0,33682,12,77,344,1553,0,0,0,10,AFBE12A3E8E26C3768B0B640236B2D60,735216,C0F515F0A2D0A5D9F854008BA76EB537,465877
31652,0,-1.0,-1,1603142534,543,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,0088CEAE92DEA0F373C9B282F763E79D,432145,C0F515F0A2D0A5D9F854008BA76EB537,12166151
32282,0,-1.0,-1,1603168212,41,0.0,0,3,0,0,4391,3,23,76,1553,60,0,0,10,032FEDF66D1AE99367272D23E08D894E,25974,C0F515F0A2D0A5D9F854008BA76EB537,2885616
32534,0,-1.0,-1,1603153785,322,0.0,0,7,0,0,17442,3,23,76,1553,54,0,0,10,EB0CB05A9E5B57A9279569987C44980C,729069,C0F515F0A2D0A5D9F854008BA76EB537,11691406
32616,0,-1.0,-1,1603101039,807,0.0,0,3,0,0,33682,12,77,344,1553,0,0,0,10,AFBE12A3E8E26C3768B0B640236B2D60,735216,C0F515F0A2D0A5D9F854008BA76EB537,6666450
32789,0,-1.0,-1,1603093487,56,0.0,0,3,12000,0,17442,3,23,76,1553,60,0,0,10,D2BAA568C09D03261FF0AB651659833B,605828,C0F515F0A2D0A5D9F854008BA76EB537,6765066
32813,0,-1.0,-1,1603105876,89,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,8D8F6D674A153928B549C5B1003B0608,122962,C0F515F0A2D0A5D9F854008BA76EB537,11852959
32844,0,-1.0,-1,1603130603,93,0.0,0,7,0,0,30306,3,23,290,1302,0,0,0,10,F474C58883B3CABFC2BE0416E727C03B,648627,C0F515F0A2D0A5D9F854008BA76EB537,7155998
33084,0,-1.0,-1,1603163739,29,0.0,0,3,0,0,5557,3,23,288,0,0,0,0,10,EC74A11DE3DC9202C1519CE4F6F19900,179429,C0F515F0A2D0A5D9F854008BA76EB537,4583632
33146,0,-1.0,-1,1603177171,16,0.0,0,7,0,0,83,3,23,76,1553,230,0,0,10,EE58B579A58FC2D291AE349417076DDF,122951,C0F515F0A2D0A5D9F854008BA76EB537,2853639
33328,0,-1.0,-1,1603176044,98,0.0,0,3,0,0,4391,3,23,76,1553,668,0,0,10,A2B27DC166C221FA463C62120BDE5264,123330,C0F515F0A2D0A5D9F854008BA76EB537,12702208
33432,0,-1.0,-1,1603167821,483,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,96DD1DF2BEAE23FBFBDBE62ED54105B8,178927,C0F515F0A2D0A5D9F854008BA76EB537,10504251
33526,0,-1.0,-1,1603159088,-1,0.0,0,3,0,0,0,0,0,0,0,0,0,0,10,B4DDADD9867C77EE387ED7E4939C8379,0,C0F515F0A2D0A5D9F854008BA76EB537,472884
33888,0,-1.0,-1,1603169541,1018,0.0,0,3,0,0,30335,3,23,76,1553,66,0,0,10,219EB01F61272874FCE3EF4D0000730C,605939,C0F515F0A2D0A5D9F854008BA76EB537,3917232
33904,0,-1.0,-1,1603125542,0,0.0,0,3,0,0,4391,3,23,76,1304,179,172,0,10,AA724BB8E3C25954AE6B72FEA3A4AD94,16046,C0F515F0A2D0A5D9F854008BA76EB537,6348956
33985,0,-1.0,-1,1603176226,318,0.0,0,3,0,0,17442,3,23,76,1490,230,0,0,10,563A08732E6C0B15093C905FBAEFCD76,123661,C0F515F0A2D0A5D9F854008BA76EB537,779165
34051,0,-1.0,-1,1603150373,68,0.0,0,3,0,0,39501,3,23,76,1304,179,172,0,10,70182F7DD584F37971F6CD1E5B5C425F,454983,C0F515F0A2D0A5D9F854008BA76EB537,9399337
34115,0,-1.0,-1,1603162576,615,0.0,0,7,0,0,31609,3,23,445,284,737,0,0,10,FD6663FE8C07F76D00444D0CDE5C7AD9,123646,C0F515F0A2D0A5D9F854008BA76EB537,7312277
35005,0,-1.0,-1,1603166632,807,0.0,0,3,0,0,33682,12,77,344,1545,0,0,0,10,AFBE12A3E8E26C3768B0B640236B2D60,735216,C0F515F0A2D0A5D9F854008BA76EB537,2817499
49377,0,-1.0,-1,1603774872,230,0.0,0,3,0,0,39501,3,23,76,1304,668,175,0,10,B2278934B9AC240575528C54C9EA5E1F,728767,C0F515F0A2D0A5D9F854008BA76EB537,12516586
49417,0,-1.0,-1,1603710326,-1,0.0,0,3,0,0,0,0,0,0,0,0,0,0,10,B49C3F525E269CCBCA9E29530B25F487,0,C0F515F0A2D0A5D9F854008BA76EB537,2283034
49610,0,-1.0,-1,1603762717,32,0.0,0,3,7140,0,28110,3,23,288,0,0,0,0,10,2498034C7DC0603AC2579A43CA77B751,350894,C0F515F0A2D0A5D9F854008BA76EB537,9796578
50044,0,-1.0,-1,1603763125,154,0.0,0,7,2747,0,28110,3,23,76,1483,668,168,0,10,77E476B6DD8B903735503B5BF84798ED,584187,C0F515F0A2D0A5D9F854008BA76EB537,4256182
50311,0,-1.0,-1,1603775811,569,0.0,0,3,0,0,31609,3,23,445,1302,737,0,0,10,0200649DFE9396B2A950F589C18787E5,572990,C0F515F0A2D0A5D9F854008BA76EB537,12320169
50551,0,-1.0,-1,1603755085,17,0.0,0,7,0,0,27346,12,77,218,1269,0,0,0,10,8AF38E104215B318E8A6FBA530F3FED6,614282,C0F515F0A2D0A5D9F854008BA76EB537,6112782
50714,0,-1.0,-1,1603782135,586,0.0,0,7,0,0,30335,3,23,76,1553,668,0,0,10,4ECDC2F039C9E5765D03A7B22D5BD9D5,122963,C0F515F0A2D0A5D9F854008BA76EB537,5229321
50790,0,-1.0,-1,1603744848,25,0.0,0,7,0,0,4391,3,23,76,1304,179,172,0,10,5CEF11D9B1CCCF2DCDCB7D6721B97F79,698241,C0F515F0A2D0A5D9F854008BA76EB537,1730937
50849,0,-1.0,-1,1603767329,120,0.0,0,3,0,0,17093,3,23,288,0,0,0,0,10,AE04CBFF92AD6029AEC476AACFF2E2EF,179798,C0F515F0A2D0A5D9F854008BA76EB537,13680181
50941,0,-1.0,-1,1603702473,106,0.0,0,3,0,0,83,3,23,76,1553,668,0,0,10,928358829F73356ADBB45C7FB36FB8D5,122955,C0F515F0A2D0A5D9F854008BA76EB537,2583778
51038,0,-1.0,-1,1603740234,339,0.0,0,7,0,0,30335,3,23,76,1553,668,0,0,10,5BBF3AD3128D5754E86F62C74B03DD67,432154,C0F515F0A2D0A5D9F854008BA76EB537,156791
51175,0,-1.0,-1,1603764622,164,0.0,0,3,0,0,83,3,23,76,52,0,0,0,10,181118340C37462D205BCAD57B3877BC,150140,C0F515F0A2D0A5D9F854008BA76EB537,8939997
51328,0,-1.0,-1,1603735320,14,0.0,0,3,0,0,83,3,23,76,52,0,0,0,10,D5E1D324E02E2815C1A0E36BF5206AC9,468345,C0F515F0A2D0A5D9F854008BA76EB537,8174204
51567,0,-1.0,-1,1603751077,149,0.0,0,7,0,0,30335,3,23,76,1553,668,0,0,10,8D8F6D674A153928B549C5B1003B0608,122962,C0F515F0A2D0A5D9F854008BA76EB537,4216618
51587,0,-1.0,-1,1603778186,24,0.0,0,3,0,0,31609,3,23,288,0,0,0,0,10,9ED9F26BFBA7613E49712878E95875B6,179675,C0F515F0A2D0A5D9F854008BA76EB537,11903651
51786,0,-1.0,-1,1603698172,108,0.0,0,7,0,0,17442,3,23,76,1106,839,0,0,10,822C921631A11FB411B25B7D812F7DAE,152354,C0F515F0A2D0A5D9F854008BA76EB537,12711355
52071,0,-1.0,-1,1603753854,41,0.0,0,7,16753,0,28110,3,23,76,1483,179,172,0,10,76A6F9BC012796789654F111F94BA6D3,25996,C0F515F0A2D0A5D9F854008BA76EB537,7056700
52137,0,-1.0,-1,1603781909,78,0.0,0,3,0,0,16390,7,57,201,1304,0,0,0,10,E6F4233F21FF6B49B8E3075518E15E8A,461229,C0F515F0A2D0A5D9F854008BA76EB537,11776694
52327,0,-1.0,-1,1603771198,336,0.0,0,3,0,0,43914,3,23,288,0,0,0,0,10,0C5CDA1FCD7DBF4CE1D11401DCCF1A1C,452267,C0F515F0A2D0A5D9F854008BA76EB537,10301887
52355,0,-1.0,-1,1603706178,218,0.0,0,3,17099,0,30335,3,23,76,1532,668,0,0,10,A5A1686D92CBF804841051AB032F4F30,122965,C0F515F0A2D0A5D9F854008BA76EB537,7611304
52432,0,-1.0,-1,1603739459,14,0.0,0,7,0,0,83,3,23,76,1553,66,0,0,10,131E668C99FAF884B1F0CF0BAFA6B216,623981,C0F515F0A2D0A5D9F854008BA76EB537,1256097
52521,0,-1.0,-1,1603758329,72,0.0,0,3,0,0,18525,3,23,76,52,0,0,0,10,3E1CD264CC2E9EB3641ABAF4DDF27FAD,539154,C0F515F0A2D0A5D9F854008BA76EB537,7382596
52621,0,-1.0,-1,1603703573,9,0.0,0,7,0,0,33682,12,77,277,25,0,0,0,10,A5A42F19BA0B9F3EA0089E412439E22D,364726,C0F515F0A2D0A5D9F854008BA76EB537,6599967
52630,0,-1.0,-1,1603734484,34,0.0,0,7,0,0,4391,3,23,76,1532,60,0,0,10,A236BB545D21DC54BB140801B63795E4,26162,C0F515F0A2D0A5D9F854008BA76EB537,303794
52656,0,-1.0,-1,1603734737,340,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,860CAA87243DFDE6E3477E8476DB544C,122862,C0F515F0A2D0A5D9F854008BA76EB537,8075086
52824,0,-1.0,-1,1603748319,130,0.0,0,3,0,0,30335,3,23,76,1490,668,0,0,10,911A15A6493CE964C537CAFA2C306E09,123000,C0F515F0A2D0A5D9F854008BA76EB537,4523550
52899,1,40.26086,1894,1603761165,63,29.99,0,7,0,0,4391,3,23,76,1304,179,172,0,10,8250E6448019E0762461B2239CC46E5D,454928,C0F515F0A2D0A5D9F854008BA76EB537,10759786
53345,0,-1.0,-1,1603750527,168,0.0,0,3,16717,0,83,3,23,76,1536,733,0,0,10,27F418C1AFE4F0449F0A054285BDEC89,122949,C0F515F0A2D0A5D9F854008BA76EB537,11360009
53484,0,-1.0,-1,1603757796,540,0.0,0,7,0,0,33682,12,77,344,1553,0,0,0,10,AFBE12A3E8E26C3768B0B640236B2D60,735216,C0F515F0A2D0A5D9F854008BA76EB537,9650072
53499,0,-1.0,-1,1603697779,586,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,4ECDC2F039C9E5765D03A7B22D5BD9D5,122963,C0F515F0A2D0A5D9F854008BA76EB537,1599572
53592,0,-1.0,-1,1603737325,276,0.0,0,3,0,0,17442,3,23,76,1553,54,0,0,10,EB0CB05A9E5B57A9279569987C44980C,729069,C0F515F0A2D0A5D9F854008BA76EB537,11872664
53613,0,-1.0,-1,1603779808,124,0.0,0,3,0,0,30335,3,23,76,1338,668,0,0,10,70D8B12D848621510E2F1220B7924582,122964,C0F515F0A2D0A5D9F854008BA76EB537,10153669
53868,0,-1.0,-1,1603741401,72,0.0,0,3,0,0,18525,3,23,76,52,0,0,0,10,3E1CD264CC2E9EB3641ABAF4DDF27FAD,539154,C0F515F0A2D0A5D9F854008BA76EB537,10529821
53942,0,-1.0,-1,1603776408,1058,0.0,0,3,6328,0,30335,3,23,76,1553,668,0,0,10,0B63544A376680C44ABA26BB274CAB2E,177806,C0F515F0A2D0A5D9F854008BA76EB537,11989631
53997,0,-1.0,-1,1603765561,21,0.0,0,7,6016,0,28110,3,23,76,840,179,172,0,10,5A69047C2AEDF8702117B5A9B09CBC41,25995,C0F515F0A2D0A5D9F854008BA76EB537,3603085
54010,1,4.3021400000000005,463,1603737040,276,10.19,0,7,0,0,17442,3,23,76,1553,54,0,0,10,EB0CB05A9E5B57A9279569987C44980C,729069,C0F515F0A2D0A5D9F854008BA76EB537,2728368
54066,0,-1.0,-1,1603771940,25,0.0,0,3,1125,0,7292,3,23,76,52,0,0,0,10,BFDE557A9FD57E6615C8DAE0966DDEF9,539198,C0F515F0A2D0A5D9F854008BA76EB537,6581760
54139,0,-1.0,-1,1603758847,178,0.0,0,7,0,0,30335,3,23,76,1304,179,108,0,10,76C9414E9B911742AD366B511B1901F8,167707,C0F515F0A2D0A5D9F854008BA76EB537,3875661
54185,0,-1.0,-1,1603760746,20,0.0,0,7,0,0,4391,3,23,76,1483,668,168,0,10,7A1D49A3464BDD8594CC6C717E7529EA,584174,C0F515F0A2D0A5D9F854008BA76EB537,12321941
54412,0,-1.0,-1,1603776870,17,0.0,0,3,0,0,4391,3,23,76,1304,179,168,0,10,11604FEB050A8C5448FFEC79764C6AFD,620743,C0F515F0A2D0A5D9F854008BA76EB537,7242893
54800,0,-1.0,-1,1603700025,44,0.0,0,7,0,0,5557,3,23,445,169,0,0,0,10,8A960DBC89D757FB268156A081734A53,674421,C0F515F0A2D0A5D9F854008BA76EB537,3517968
54887,0,-1.0,-1,1603772443,312,0.0,0,3,0,0,30335,3,23,76,1553,668,0,0,10,CF231D1C8E2912651B5E037FD7DBA62A,122966,C0F515F0A2D0A5D9F854008BA76EB537,3742256
54898,0,-1.0,-1,1603776569,178,0.0,0,3,0,0,30335,3,23,76,1304,179,108,0,10,76C9414E9B911742AD366B511B1901F8,167707,C0F515F0A2D0A5D9F854008BA76EB537,5699189
54908,0,-1.0,-1,1603755953,76,0.0,0,7,0,0,39323,3,23,76,1536,667,0,0,10,5441C522F85664C6D27252F485C8A364,449657,C0F515F0A2D0A5D9F854008BA76EB537,11383085
54938,0,-1.0,-1,1603777607,540,0.0,0,3,0,0,33682,12,77,748,1553,0,0,0,10,AFBE12A3E8E26C3768B0B640236B2D60,735216,C0F515F0A2D0A5D9F854008BA76EB537,3401304
55136,0,-1.0,-1,1603761394,33,0.0,0,7,0,0,4391,3,23,76,1304,179,108,0,10,4090F9DDFEA2E449BDEAA792C042EA81,314875,C0F515F0A2D0A5D9F854008BA76EB537,11179366
55206,1,7.92925,1355403,1603697829,188,29.99,0,7,11363,0,25672,3,23,76,1304,668,162,0,10,793F9CDE8DC972D49CA6E8E48FA767FF,280575,C0F515F0A2D0A5D9F854008BA76EB537,1660249
55592,0,-1.0,-1,1603701240,39,0.0,0,3,0,0,41376,3,23,76,840,179,172,0,10,4AE803E6093A7DF28AF692C3AE482F2E,698215,C0F515F0A2D0A5D9F854008BA76EB537,1392941
55798,0,-1.0,-1,1603342447,-1,0.0,0,3,0,0,0,0,0,0,0,0,0,0,10,0200649DFE9396B2A950F589C18787E5,0,C0F515F0A2D0A5D9F854008BA76EB537,6552850
55824,0,-1.0,-1,1603338972,185,0.0,0,3,0,0,4391,3,23,76,1553,668,0,0,10,A2B27DC166C221FA463C62120BDE5264,123330,C0F515F0A2D0A5D9F854008BA76EB537,8071725
56033,0,-1.0,-1,1603305799,-1,0.0,0,3,0,0,0,0,0,0,0,0,0,0,10,C8AACA6B16A553E23B9E291C3136C433,0,C0F515F0A2D0A5D9F854008BA76EB537,11846066
56281,0,-1.0,-1,1603337902,313,0.0,0,7,17850,0,30335,3,23,76,1553,668,0,0,10,4ECDC2F039C9E5765D03A7B22D5BD9D5,122963,C0F515F0A2D0A5D9F854008BA76EB537,864617
56478,0,-1.0,-1,1603307793,-1,0.0,0,7,0,0,0,0,0,0,0,0,0,0,10,D80B9467054DE7156419D494A1E94EBD,0,C0F515F0A2D0A5D9F854008BA76EB537,7366697
